"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Repeatable","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"Post Race - Interviews","PostRaceInterview","Type = RecentlyMarried","Player","<gender^InterviewSubject=F>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s husband?!
</gender>
<gender^InterviewSubject=M>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s wife?!
</gender>
","PSG_80000453","Source = InterviewBookends; Type = Conclusion;","Chairman:Happiness = -5; InterviewSubject:Morale = -5;","TRUE","","","","<gender^InterviewSubject=F>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s husband?!
</gender>
<gender^InterviewSubject=M>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s wife?!
</gender>
","<gender^InterviewSubject=F>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s husband?!
</gender>
<gender^InterviewSubject=M>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s wife?!
</gender>
","<gender^InterviewSubject=F>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s husband?!
</gender>
<gender^InterviewSubject=M>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s wife?!
</gender>
","<gender^InterviewSubject=F>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s husband?!
</gender>
<gender^InterviewSubject=M>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s wife?!
</gender>
","<gender^InterviewSubject=F>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s husband?!
</gender>
<gender^InterviewSubject=M>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s wife?!
</gender>
","<gender^InterviewSubject=F>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s husband?!
</gender>
<gender^InterviewSubject=M>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s wife?!
</gender>
","<gender^InterviewSubject=F>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s husband?!
</gender>
<gender^InterviewSubject=M>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s wife?!
</gender>
","<gender^InterviewSubject=F>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s husband?!
</gender>
<gender^InterviewSubject=M>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s wife?!
</gender>
","<gender^InterviewSubject=F>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s husband?!
</gender>
<gender^InterviewSubject=M>
Of course it will! Have you <i>seen</i> {InterviewSubject:FirstName}'s wife?!
</gender>
"
"Post Race - Interviews","PostRaceInterview","Type = RecentlyMarried","Player","<gender^InterviewSubject=F>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to her.
</gender>
<gender^InterviewSubject=M>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to him.
</gender>
","PSG_80000454","Source = InterviewBookends; Type = Conclusion;","InterviewSubject:Morale = +5; PlayerTeam:Marketability = +5;","TRUE","","","","<gender^InterviewSubject=F>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to her.
</gender>
<gender^InterviewSubject=M>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to him.
</gender>
","<gender^InterviewSubject=F>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to her.
</gender>
<gender^InterviewSubject=M>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to him.
</gender>
","<gender^InterviewSubject=F>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to her.
</gender>
<gender^InterviewSubject=M>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to him.
</gender>
","<gender^InterviewSubject=F>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to her.
</gender>
<gender^InterviewSubject=M>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to him.
</gender>
","<gender^InterviewSubject=F>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to her.
</gender>
<gender^InterviewSubject=M>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to him.
</gender>
","<gender^InterviewSubject=F>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to her.
</gender>
<gender^InterviewSubject=M>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to him.
</gender>
","<gender^InterviewSubject=F>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to her.
</gender>
<gender^InterviewSubject=M>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to him.
</gender>
","<gender^InterviewSubject=F>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to her.
</gender>
<gender^InterviewSubject=M>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to him.
</gender>
","<gender^InterviewSubject=F>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to her.
</gender>
<gender^InterviewSubject=M>
No, there's room in {InterviewSubject:FirstName}'s heart for two loves. Racing will always be important to him.
</gender>
"
"Post Race - Interviews","PostRaceInterview","Type = RecentlyMarried","Player","<gender^InterviewSubject=F>
As long as she's happy, it doesn't matter.
</gender>
<gender^InterviewSubject=M>
As long as he's happy, it doesn't matter.
</gender>
","PSG_80000455","Source = InterviewBookends; Type = Conclusion;","InterviewSubject:Morale = +5;","TRUE","","","","<gender^InterviewSubject=F>
As long as she's happy, it doesn't matter.
</gender>
<gender^InterviewSubject=M>
As long as he's happy, it doesn't matter.
</gender>
","<gender^InterviewSubject=F>
As long as she's happy, it doesn't matter.
</gender>
<gender^InterviewSubject=M>
As long as he's happy, it doesn't matter.
</gender>
","<gender^InterviewSubject=F>
As long as she's happy, it doesn't matter.
</gender>
<gender^InterviewSubject=M>
As long as he's happy, it doesn't matter.
</gender>
","<gender^InterviewSubject=F>
As long as she's happy, it doesn't matter.
</gender>
<gender^InterviewSubject=M>
As long as he's happy, it doesn't matter.
</gender>
","<gender^InterviewSubject=F>
As long as she's happy, it doesn't matter.
</gender>
<gender^InterviewSubject=M>
As long as he's happy, it doesn't matter.
</gender>
","<gender^InterviewSubject=F>
As long as she's happy, it doesn't matter.
</gender>
<gender^InterviewSubject=M>
As long as he's happy, it doesn't matter.
</gender>
","<gender^InterviewSubject=F>
As long as she's happy, it doesn't matter.
</gender>
<gender^InterviewSubject=M>
As long as he's happy, it doesn't matter.
</gender>
","<gender^InterviewSubject=F>
As long as she's happy, it doesn't matter.
</gender>
<gender^InterviewSubject=M>
As long as he's happy, it doesn't matter.
</gender>
","<gender^InterviewSubject=F>
As long as she's happy, it doesn't matter.
</gender>
<gender^InterviewSubject=M>
As long as he's happy, it doesn't matter.
</gender>
"
"Post Race - Interviews","PostRaceInterview","Type = RecentlyMarried; ISRacePosition < -3;","Player","<gender^InterviewSubject=F>
After her last race performance, you can clearly see it hasn't.
</gender>
<gender^InterviewSubject=M>
After his last race performance, you can clearly see it hasn't.
</gender>
","PSG_80000456","Source = InterviewBookends; Type = Conclusion;","InterviewSubject:Morale = +15; PlayerTeam:Marketability = +10;","TRUE","","","","<gender^InterviewSubject=F>
After her last race performance, you can clearly see it hasn't.
</gender>
<gender^InterviewSubject=M>
After his last race performance, you can clearly see it hasn't.
</gender>
","<gender^InterviewSubject=F>
After her last race performance, you can clearly see it hasn't.
</gender>
<gender^InterviewSubject=M>
After his last race performance, you can clearly see it hasn't.
</gender>
","<gender^InterviewSubject=F>
After her last race performance, you can clearly see it hasn't.
</gender>
<gender^InterviewSubject=M>
After his last race performance, you can clearly see it hasn't.
</gender>
","<gender^InterviewSubject=F>
After her last race performance, you can clearly see it hasn't.
</gender>
<gender^InterviewSubject=M>
After his last race performance, you can clearly see it hasn't.
</gender>
","<gender^InterviewSubject=F>
After her last race performance, you can clearly see it hasn't.
</gender>
<gender^InterviewSubject=M>
After his last race performance, you can clearly see it hasn't.
</gender>
","<gender^InterviewSubject=F>
After her last race performance, you can clearly see it hasn't.
</gender>
<gender^InterviewSubject=M>
After his last race performance, you can clearly see it hasn't.
</gender>
","<gender^InterviewSubject=F>
After her last race performance, you can clearly see it hasn't.
</gender>
<gender^InterviewSubject=M>
After his last race performance, you can clearly see it hasn't.
</gender>
","<gender^InterviewSubject=F>
After her last race performance, you can clearly see it hasn't.
</gender>
<gender^InterviewSubject=M>
After his last race performance, you can clearly see it hasn't.
</gender>
","<gender^InterviewSubject=F>
After her last race performance, you can clearly see it hasn't.
</gender>
<gender^InterviewSubject=M>
After his last race performance, you can clearly see it hasn't.
</gender>
"
"Post Race - Interviews","PostRaceInterview","Type = Question4; ISPersonalityTrait = 237; RacesFromStartOfSeason > 1;","MediaPerson","<gender^InterviewSubject=F>
{InterviewSubject:Name}'s continued claims that she was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:Name}'s continued claims that he was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
","PSG_80000457","Type = AbductedAliens;","","TRUE","","","","<gender^InterviewSubject=F>
{InterviewSubject:Name}'s continued claims that she was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:Name}'s continued claims that he was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:Name}'s continued claims that she was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:Name}'s continued claims that he was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:Name}'s continued claims that she was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:Name}'s continued claims that he was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:Name}'s continued claims that she was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:Name}'s continued claims that he was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:Name}'s continued claims that she was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:Name}'s continued claims that he was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:Name}'s continued claims that she was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:Name}'s continued claims that he was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:Name}'s continued claims that she was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:Name}'s continued claims that he was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:Name}'s continued claims that she was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:Name}'s continued claims that he was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:Name}'s continued claims that she was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:Name}'s continued claims that he was abducted by aliens has drawn a lot of attention from the media. What's your opinion on the matter?
</gender>
"
"Post Race - Interviews","PostRaceInterview","Type = AbductedAliens;","Player","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} needs to cut it out. She's here to race, not to spread this 'Zodian' rubbish.
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} needs to cut it out. He's here to race, not to spread this 'Zodian' rubbish.
</gender>
","PSG_80000458","Source = InterviewBookends; Type = Conclusion;","InterviewSubject:Morale = -10;","TRUE","","","","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} needs to cut it out. She's here to race, not to spread this 'Zodian' rubbish.
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} needs to cut it out. He's here to race, not to spread this 'Zodian' rubbish.
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} needs to cut it out. She's here to race, not to spread this 'Zodian' rubbish.
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} needs to cut it out. He's here to race, not to spread this 'Zodian' rubbish.
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} needs to cut it out. She's here to race, not to spread this 'Zodian' rubbish.
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} needs to cut it out. He's here to race, not to spread this 'Zodian' rubbish.
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} needs to cut it out. She's here to race, not to spread this 'Zodian' rubbish.
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} needs to cut it out. He's here to race, not to spread this 'Zodian' rubbish.
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} needs to cut it out. She's here to race, not to spread this 'Zodian' rubbish.
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} needs to cut it out. He's here to race, not to spread this 'Zodian' rubbish.
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} needs to cut it out. She's here to race, not to spread this 'Zodian' rubbish.
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} needs to cut it out. He's here to race, not to spread this 'Zodian' rubbish.
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} needs to cut it out. She's here to race, not to spread this 'Zodian' rubbish.
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} needs to cut it out. He's here to race, not to spread this 'Zodian' rubbish.
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} needs to cut it out. She's here to race, not to spread this 'Zodian' rubbish.
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} needs to cut it out. He's here to race, not to spread this 'Zodian' rubbish.
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} needs to cut it out. She's here to race, not to spread this 'Zodian' rubbish.
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} needs to cut it out. He's here to race, not to spread this 'Zodian' rubbish.
</gender>
"
"Post Race - Interviews","PostRaceInterview","Type = AbductedAliens;","Player","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to her, you would understand how important she is to our position on the galactic stage!
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to him, you would understand how important he is to our position on the galactic stage!
</gender>
","PSG_80000459","Source = InterviewBookends; Type = Conclusion;","InterviewSubject:Morale = +15; Chairman:Happiness = -15;","TRUE","","","","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to her, you would understand how important she is to our position on the galactic stage!
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to him, you would understand how important he is to our position on the galactic stage!
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to her, you would understand how important she is to our position on the galactic stage!
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to him, you would understand how important he is to our position on the galactic stage!
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to her, you would understand how important she is to our position on the galactic stage!
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to him, you would understand how important he is to our position on the galactic stage!
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to her, you would understand how important she is to our position on the galactic stage!
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to him, you would understand how important he is to our position on the galactic stage!
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to her, you would understand how important she is to our position on the galactic stage!
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to him, you would understand how important he is to our position on the galactic stage!
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to her, you would understand how important she is to our position on the galactic stage!
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to him, you would understand how important he is to our position on the galactic stage!
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to her, you would understand how important she is to our position on the galactic stage!
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to him, you would understand how important he is to our position on the galactic stage!
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to her, you would understand how important she is to our position on the galactic stage!
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to him, you would understand how important he is to our position on the galactic stage!
</gender>
","<gender^InterviewSubject=F>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to her, you would understand how important she is to our position on the galactic stage!
</gender>
<gender^InterviewSubject=M>
{InterviewSubject:FirstName} is a vessel to another dimension! Maybe if you actually <i>listened</i> to him, you would understand how important he is to our position on the galactic stage!
</gender>
"
"Post Race - Interviews","PostRaceInterview","Type = AbductedAliens;","Player","<gender^InterviewSubject=F>
Maybe she was, maybe she wasn't. It doesn't affect her ability to drive.
</gender>
<gender^InterviewSubject=M>
Maybe he was, maybe he wasn't. It doesn't affect his ability to drive.
</gender>
","PSG_80000460","Source = InterviewBookends; Type = Conclusion;","Chairman:Happiness = +5;","TRUE","","","","<gender^InterviewSubject=F>
Maybe she was, maybe she wasn't. It doesn't affect her ability to drive.
</gender>
<gender^InterviewSubject=M>
Maybe he was, maybe he wasn't. It doesn't affect his ability to drive.
</gender>
","<gender^InterviewSubject=F>
Maybe she was, maybe she wasn't. It doesn't affect her ability to drive.
</gender>
<gender^InterviewSubject=M>
Maybe he was, maybe he wasn't. It doesn't affect his ability to drive.
</gender>
","<gender^InterviewSubject=F>
Maybe she was, maybe she wasn't. It doesn't affect her ability to drive.
</gender>
<gender^InterviewSubject=M>
Maybe he was, maybe he wasn't. It doesn't affect his ability to drive.
</gender>
","<gender^InterviewSubject=F>
Maybe she was, maybe she wasn't. It doesn't affect her ability to drive.
</gender>
<gender^InterviewSubject=M>
Maybe he was, maybe he wasn't. It doesn't affect his ability to drive.
</gender>
","<gender^InterviewSubject=F>
Maybe she was, maybe she wasn't. It doesn't affect her ability to drive.
</gender>
<gender^InterviewSubject=M>
Maybe he was, maybe he wasn't. It doesn't affect his ability to drive.
</gender>
","<gender^InterviewSubject=F>
Maybe she was, maybe she wasn't. It doesn't affect her ability to drive.
</gender>
<gender^InterviewSubject=M>
Maybe he was, maybe he wasn't. It doesn't affect his ability to drive.
</gender>
","<gender^InterviewSubject=F>
Maybe she was, maybe she wasn't. It doesn't affect her ability to drive.
</gender>
<gender^InterviewSubject=M>
Maybe he was, maybe he wasn't. It doesn't affect his ability to drive.
</gender>
","<gender^InterviewSubject=F>
Maybe she was, maybe she wasn't. It doesn't affect her ability to drive.
</gender>
<gender^InterviewSubject=M>
Maybe he was, maybe he wasn't. It doesn't affect his ability to drive.
</gender>
","<gender^InterviewSubject=F>
Maybe she was, maybe she wasn't. It doesn't affect her ability to drive.
</gender>
<gender^InterviewSubject=M>
Maybe he was, maybe he wasn't. It doesn't affect his ability to drive.
</gender>
"
"Post Race - Interviews","PostRaceInterview","Type = Question4; ISPersonalityTrait = 155; RacesFromStartOfSeason > 0;","MediaPerson","
{InterviewSubject:Name}'s personal documentary is currently in production. Are you worried about how you and {Player:Team} will be portrayed when it releases?","PSG_80000461","Type = FilmingDocumentary;","","TRUE","","","","
{InterviewSubject:Name}'s personal documentary is currently in production. Are you worried about how you and {Player:Team} will be portrayed when it releases?","
{InterviewSubject:Name}'s personal documentary is currently in production. Are you worried about how you and {Player:Team} will be portrayed when it releases?","
{InterviewSubject:Name}'s personal documentary is currently in production. Are you worried about how you and {Player:Team} will be portrayed when it releases?","
{InterviewSubject:Name}'s personal documentary is currently in production. Are you worried about how you and {Player:Team} will be portrayed when it releases?","
{InterviewSubject:Name}'s personal documentary is currently in production. Are you worried about how you and {Player:Team} will be portrayed when it releases?","
{InterviewSubject:Name}'s personal documentary is currently in production. Are you worried about how you and {Player:Team} will be portrayed when it releases?","
{InterviewSubject:Name}'s personal documentary is currently in production. Are you worried about how you and {Player:Team} will be portrayed when it releases?","
{InterviewSubject:Name}'s personal documentary is currently in production. Are you worried about how you and {Player:Team} will be portrayed when it releases?","
{InterviewSubject:Name}'s personal documentary is currently in production. Are you worried about how you and {Player:Team} will be portrayed when it releases?"
"Post Race - Interviews","PostRaceInterview","Type = FilmingDocumentary;","Player","If the documentary is a truthful representation of me and the team, then there's nothing to worry about.","PSG_80000462","Source = InterviewBookends; Type = Conclusion;","Chairman:Happiness = +5;","TRUE","","","","If the documentary is a truthful representation of me and the team, then there's nothing to worry about.","If the documentary is a truthful representation of me and the team, then there's nothing to worry about.","If the documentary is a truthful representation of me and the team, then there's nothing to worry about.","If the documentary is a truthful representation of me and the team, then there's nothing to worry about.","If the documentary is a truthful representation of me and the team, then there's nothing to worry about.","If the documentary is a truthful representation of me and the team, then there's nothing to worry about.","If the documentary is a truthful representation of me and the team, then there's nothing to worry about.","If the documentary is a truthful representation of me and the team, then there's nothing to worry about.","If the documentary is a truthful representation of me and the team, then there's nothing to worry about."
"Post Race - Interviews","PostRaceInterview","Type = FilmingDocumentary;","Player","<gender^InterviewSubject=F>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding her.
</gender>
<gender^InterviewSubject=M>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding him.
</gender>
","PSG_80000463","Source = InterviewBookends; Type = Conclusion;","Chairman:Happiness = +5; InterviewSubject:MechanicRelationship = +10;","TRUE","","","","<gender^InterviewSubject=F>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding her.
</gender>
<gender^InterviewSubject=M>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding him.
</gender>
","<gender^InterviewSubject=F>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding her.
</gender>
<gender^InterviewSubject=M>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding him.
</gender>
","<gender^InterviewSubject=F>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding her.
</gender>
<gender^InterviewSubject=M>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding him.
</gender>
","<gender^InterviewSubject=F>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding her.
</gender>
<gender^InterviewSubject=M>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding him.
</gender>
","<gender^InterviewSubject=F>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding her.
</gender>
<gender^InterviewSubject=M>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding him.
</gender>
","<gender^InterviewSubject=F>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding her.
</gender>
<gender^InterviewSubject=M>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding him.
</gender>
","<gender^InterviewSubject=F>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding her.
</gender>
<gender^InterviewSubject=M>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding him.
</gender>
","<gender^InterviewSubject=F>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding her.
</gender>
<gender^InterviewSubject=M>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding him.
</gender>
","<gender^InterviewSubject=F>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding her.
</gender>
<gender^InterviewSubject=M>
My only worry is that {InterviewSubject:FirstName} will under-represent the fantastic team surrounding him.
</gender>
"
"Post Race - Interviews","PostRaceInterview","Type = FilmingDocumentary;","Player","Not at all! I'm a special one - a total pleasure to be around!","PSG_80000464","Source = InterviewBookends; Type = Conclusion;","PlayerTeam:Marketability = +5;","TRUE","","","","Not at all! I'm a special one - a total pleasure to be around!","Not at all! I'm a special one - a total pleasure to be around!","Not at all! I'm a special one - a total pleasure to be around!","Not at all! I'm a special one - a total pleasure to be around!","Not at all! I'm a special one - a total pleasure to be around!","Not at all! I'm a special one - a total pleasure to be around!","Not at all! I'm a special one - a total pleasure to be around!","Not at all! I'm a special one - a total pleasure to be around!","Not at all! I'm a special one - a total pleasure to be around!"
"Interviews","PostRaceInterview","Type = Question4; ISPosition > 1; #1PlayerDriverRacePosition > 2; GapTo2nd > 20;","MediaPerson","{#1PreviousRace:Name} demolished the competition last race, crossing the finish line with a gap of {Gap1stTo2nd}. Do you think the {ChampionshipAcronym} is becoming too predictable? ","PSG_80000465","Type = WinnerWonByLargeGap;","","TRUE","","","{#1PreviousRace:Name} demolished the competition last race, crossing the finish line with a gap of over 10 seconds. Do you think the {ChampionshipAcronym} is becoming too predictable? ","{#1PreviousRace:Name} demolished the competition last race, crossing the finish line with a gap of {Gap1stTo2nd}. Do you think the {ChampionshipAcronym} is becoming too predictable? ","{#1PreviousRace:Name} demolished the competition last race, crossing the finish line with a gap of {Gap1stTo2nd}. Do you think the {ChampionshipAcronym} is becoming too predictable? ","{#1PreviousRace:Name} demolished the competition last race, crossing the finish line with a gap of {Gap1stTo2nd}. Do you think the {ChampionshipAcronym} is becoming too predictable? ","{#1PreviousRace:Name} demolished the competition last race, crossing the finish line with a gap of {Gap1stTo2nd}. Do you think the {ChampionshipAcronym} is becoming too predictable? ","{#1PreviousRace:Name} demolished the competition last race, crossing the finish line with a gap of {Gap1stTo2nd}. Do you think the {ChampionshipAcronym} is becoming too predictable? ","{#1PreviousRace:Name} demolished the competition last race, crossing the finish line with a gap of {Gap1stTo2nd}. Do you think the {ChampionshipAcronym} is becoming too predictable? ","{#1PreviousRace:Name} demolished the competition last race, crossing the finish line with a gap of {Gap1stTo2nd}. Do you think the {ChampionshipAcronym} is becoming too predictable? ","{#1PreviousRace:Name} demolished the competition last race, crossing the finish line with a gap of {Gap1stTo2nd}. Do you think the {ChampionshipAcronym} is becoming too predictable? ","{#1PreviousRace:Name} demolished the competition last race, crossing the finish line with a gap of {Gap1stTo2nd}. Do you think the {ChampionshipAcronym} is becoming too predictable? "
